query,top tables,target table,target answer
what was the outcome of the bolshevik revolution,You Ain't Woman Enough (To Take My Man)_2D0983BBC5BEA35D,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,The Battle of New Orleans_DBC098209764420,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,The Voice (U.S. TV series)_F48DB1DFEA4D916D,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Gangs of New York_385A643C838AF78D,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Signing of the United States Declaration of Independence_4C74E64CF357429A,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,One of Us (Joan Osborne song)_9EB72085A07404BD,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Timeline of The Walt Disney Company_13877B88B6E66B68,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Noel Gallagher's High Flying Birds_82FD9BF1CECB2F4F,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Prince (musician)_35D2B4E94091E312,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,First Brazilian Republic_D9FD7A6B69CCE6F1,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Nicholas Hammond_B5B86FDEDD32FF34,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,The Sound of Silence_712DE7E1DE7D98E5,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Physical history of the United States Declaration of Independence_B4DB08A2165ECE4A,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Mexican–American War_DA6C57CA9D74ECE0,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Strategic bombing during World War II_245D38FCFD83FA27,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Founding Fathers of the United States_4C74E64CF357429A,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,The Sound of Silence_A74A7EB13B703A00,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Paul Fusco_90931242134BE417,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Sons of Liberty (miniseries)_E9F1354B14A08801,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,1776 (film)_B28504FCCA549D08,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,John Adams (miniseries)_C1759EBE84C8D0BE,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Military history of Australia during World War II_245D38FCFD83FA27,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Military history of Canada during World War II_F0F50FC1697AA55A,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Articles of Confederation_34B37BF19E2DF0A8,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Stay (Maurice Williams song)_A7BD2ADF321F343B,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Daybreak (Battlestar Galactica)_DC49F847D37BB256,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Allied war crimes during World War II_B7CBB8FF87615B27,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,The Amazing Spider-Man (2012 film)_C47731C62914A6DB,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Edgar Allan Poe_982E76311C0BC0E9,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,I'll Be Missing You_11DBD7663C749065,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Military history of New Zealand during World War II_B7CBB8FF87615B27,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Total Divas_FE6911FD64A21F81,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Briscoe Darling Jr._A6D3F2B1C5BB2884,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Dante Alighieri and the Divine Comedy in popular culture_1671831A5A3BDBAE,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,List of High Priests of Israel_F5455C183C0A8958,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,The Crossing (TV series)_8A80E9CC3C761F95,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Military history of South Africa during World War II_245D38FCFD83FA27,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Timeline of World War II (1939)_245D38FCFD83FA27,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,2017–18 NCAA Division I men's basketball season_842F490A530CD0A6,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Operation Noble Eagle_19D2A4B2B4D89870,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Total Bellas_C8CFB6582234BC43,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,"United States House of Representatives elections, 2018_84C2F45095C202B",October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Eastern Front (World War II)_B7CBB8FF87615B27,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,All your base are belong to us_76F125207E2B7D75,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Portuguese colonization of the Americas_7FC3EFCA686B356,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Chicago (2002 film)_75F0B131FD18D554,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Hallelujah (Leonard Cohen song)_F89575336BF56A85,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,List of William Shakespeare screen adaptations_77FBD9B1EEE5621C,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Articles of Confederation_8A23F5FF3832E192,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Family Ties_D15F6033610186D5,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Balkan Campaign (World War II)_245D38FCFD83FA27,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Vanity 6_B97E20242293797C,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,1776 (film)_E9F1354B14A08801,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,1776 (musical)_E9F1354B14A08801,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Cuba_312ECBF7D0F5F59F,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,The Wind-Up Bird Chronicle_60EF643E04549C5A,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,List of heads of state of North Korea_BA79B30EBEEA716,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Dutch Republic_22BFE3B6B7FC7890,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Lin-Manuel Miranda_6965A0BF11E7861,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,British Expeditionary Force (World War II)_B7CBB8FF87615B27,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,"United States presidential election, 1788–89_B28504FCCA549D08",October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,"United States presidential election, 1796_B28504FCCA549D08",October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,"United States presidential election, 1800_B28504FCCA549D08",October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,List of people considered father or mother of a scientific field_2A33007CF5AFF7BC,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Lawrence of Arabia (film)_ED79119B96B83001,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Out of Africa (film)_ED79119B96B83001,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,United States Declaration of Independence_8A23F5FF3832E192,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Bette Davis Eyes_40BEC5CF2BEE2734,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Let's Stay Together (song)_B99664CCD57886F1,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Untitled Avengers film_57682937A34B9747,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Stan Lee's Lucky Man_1D2287754B4E0718,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Declarations of war during World War II_7FD7AC6BC3AC6CE7,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Java version history_1D9086421E39531D,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,On the Origin of Species_76FF84B20C7A0AB6,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Timeline of World War I_1DDEADF26920581E,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,List of the oldest newspapers_CEA63BED549FDFB7,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,United States Constitution_8A23F5FF3832E192,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Patrick Warburton_58E954E8EDA6155D,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Who Says You Can't Go Home_F89575336BF56A85,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Tommy Clufetos_DC71AA6340618002,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Bulletproof (TV series)_E2D29CCAD1BD53AE,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Started from the Bottom_D31D697D13CF6575,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Pennsylvania Academy of the Fine Arts_38A16C2133891CCD,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Robert Wagner_77608ECC0321D1B6,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Through the Keyhole_3601B69BB84A79E3,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,SI base unit_7DC163DF0A64FC18,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,SI base unit_C0E68BE29A6557D8,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Every Rose Has Its Thorn_FE4B95A23416ACF5,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Rock and Roll All Nite_FE4B95A23416ACF5,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,The Greatest Show on Earth (film)_75F0B131FD18D554,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Bat Out of Hell_C2433406585C6DD6,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Briscoe Darling Jr._9631CBAF6B420162,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Angel in Your Arms_A4343B8F383CA83D,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Gerald's Game (film)_F69F658DB620178E,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,All of the Lights_84AECBD7C93FD09F,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Gotham (season 4)_AE125859B190177,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Purple Rain (film)_35D2B4E94091E312,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,I'll Stand by You_C1197859F018F489,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Coco (2017 film)_9F4A82A2108C26AC,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Big Stick ideology_DA6C57CA9D74ECE0,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Blue Bloods (season 8)_8D10205FAF4C9367,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
